PDB ID	Symmetry group (M - monomer; Dna - dihedral with heterologous interfaces; Dns - dihedral with only isologous interfaces; Ts - tetrahedral with isologous interfaces; Ta - tetrahedral with only heterologous interfaces; O* - 4 different octahedral topologies)	Number of subunits	Number of unique subunits (ie row of the periodic table)	Included in non-redundant set	Year of release	Quaternary structure assignment (C - correct; E - error)	Quaternary structure topology index (complexes with the same index have the same reduced topology)	List of interfaces	List of interface types (all identical subunits are given the same code)	List of interface sizes (Angstroms^2)	List of interface types (I- isologous homomeric; H - heterologous homomeric; T - heteromeric)	Interfaces included in the reduced topology (1 - yes; 0 - no)	
2co0	M	1	1	0	2006	-	-						
2co2	C2	2	1	0	2006	-	1	A-C	A-A	894.1	I	1	
2co3	C2	2	1	1	2006	-	1	A-B	A-A	3685.4	I	1	
2co5	C2	2	1	1	2006	-	1	A-B	A-A	1953.1	I	1	
2co6	M	2	2	1	2006	-	2	A-B	A-B	3020.9	T	1	
2co7	M	2	2	0	2006	-	2	A-B	A-B	2631.3	T	1	
2cog	C2	2	1	0	2005	-	1	A-B	A-A	4865.2	I	1	
2coi	C2	2	1	0	2005	-	1	A-B	A-A	4873.8	I	1	
2coj	C2	2	1	0	2005	-	1	A-B	A-A	4930.9	I	1	
2col	M	2	2	0	2006	-	2	A-B	A-B	3143.1	T	1	
2coq	M	1	1	0	2005	-	-						
2cov	D3s	6	1	1	2005	-	8	"A-B,A-C,A-D,A-E,B-D,B-E,B-F,C-D,C-E,C-F,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"1141.0,512.5,654.7,512.5,512.5,654.7,512.5,1141.0,512.5,654.7,512.5,1141.0"	"I,H,I,H,H,I,H,I,H,I,H,I"	"1,0,1,0,0,1,0,1,0,1,0,1"	
2cp4	M	1	1	0	1993	C	-						
2cpg	C2	2	1	1	1999	-	1	A-B	A-A	3316.1	I	1	
2cpk	M	1	1	0	1993	C	-						
2cpl	M	1	1	0	1993	C	-						
2cpo	M	1	1	0	1997	-	-						
2cpp	M	1	1	0	1987	C	-						
2cpu	M	1	1	0	2001	-	-						
2cqs	C2	2	1	0	2006	-	1	A-B	A-A	6571	I	1	
2cqt	C2	2	1	0	2006	-	1	A-B	A-A	6561.7	I	1	
2cqz	D3s	6	1	1	2006	-	8	"A-B,A-C,A-D,A-F,B-C,B-E,B-F,C-D,C-E,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"640.9,640.9,1930.2,3651.9,640.9,3651.9,1930.2,3651.9,1930.2,640.9,640.9,640.9"	"H,H,I,I,H,I,I,I,I,H,H,H"	"0,0,1,1,0,1,1,1,1,0,0,0"	
2crk	C2	2	1	0	1999	C	1	A-B	A-A	2339.1	I	1	
2cro	C3	3	1	0	1989	E	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"619.0,619.0,619.0"	"H,H,H"	"1,1,1"	
2cs7	M	1	1	1	2006	-	-						
2csb	M	1	1	1	2006	-	-						
2csc	C2	2	1	0	1991	C	1	A-B	A-A	9614.4	I	1	
2csd	M	1	1	0	2006	-	-						
2csg	M	1	1	1	2005	-	-						
2csl	C3	3	1	0	2005	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1916.3,1916.3,1916.3"	"H,H,H"	"1,1,1"	
2csm	C2	2	1	0	1996	-	1	A-B	A-A	2747.8	I	1	
2csn	C2	2	1	0	1996	E	1	A-B	A-A	2248.6	I	1	
2cst	C2	2	1	0	1994	C	1	A-B	A-A	7371.3	I	1	
2csu	C2	2	1	1	2006	-	1	A-B	A-A	3949.5	I	1	
2ct9	M	1	1	1	2005	-	-						
2ctb	M	1	1	0	1994	-	-						
2ctc	M	1	1	0	1994	-	-						
2cts	C2	2	1	0	1984	C	1	A-B	A-A	9974.5	I	1	
2ctv	D2	4	1	0	1993	C	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"2379.4,2362.3,2362.3,2379.4"	"I,I,I,I"	"1,1,1,1"	
2ctx	C2	2	1	0	1993	-	1	A-B	A-A	1107.2	I	1	
2ctz	C2	2	1	1	2005	-	1	A-B	A-A	1947.5	I	1	
2cu0	C4	4	1	0	2006	-	10	"A-C,A-D,B-C,B-D"	"A-A,A-A,A-A,A-A"	"5280.0,5280.0,5280.0,5280.0"	"H,H,H,H"	"1,1,1,1"	
2cu2	C2	2	1	1	2006	-	1	A-B	A-A	2664.3	I	1	
2cu3	C2	2	1	1	2006	-	1	A-B	A-A	769.6	I	1	
2cu5	C3	3	1	1	2005	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2544.9,2544.9,2544.9"	"H,H,H"	"1,1,1"	
2cu9	M	1	1	0	2006	-	-						
2cua	M	1	1	1	1999	-	-						
2cuk	C2	2	1	0	2006	-	1	A-B	A-A	6316.4	I	1	
2cul	M	1	1	1	2006	-	-						
2cun	C2	2	1	1	2005	-	1	A-B	A-A	2144.6	I	1	
2cut	M	1	1	1	1994	-	-						
2cuu	M	1	1	0	2006	-	-						
2cuw	M	1	1	1	2005	-	-						
2cuy	C2	2	1	1	2006	-	1	A-B	A-A	3302.8	I	1	
2cuz	M	1	1	0	2006	-	-						
2cv3	M	1	1	0	2006	C	-						
2cv4	D5s	10	1	0	2005	-	25	"A-B,A-C,A-I,A-J,B-C,B-D,B-J,C-D,C-E,D-E,D-F,E-F,E-G,F-G,F-H,G-H,G-I,H-I,H-J,I-J"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"6886.2,844.1,844.1,1545.2,1545.2,844.1,844.1,6886.2,844.1,1545.2,844.1,6886.2,844.1,1545.2,844.1,6886.2,844.1,1545.2,844.1,6886.2"	"I,H,H,I,I,H,H,I,H,I,H,I,H,I,H,I,H,I,H,I"	"1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1"	
2cv6	C3	3	1	0	2006	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"5339.6,5339.6,5339.6"	"H,H,H"	"1,1,1"	
2cv8	C2	2	1	1	2005	-	1	A-B	A-A	2727.2	I	1	
2cv9	C2	2	1	0	2005	-	1	A-B	A-A	3177.8	I	1	
2cvb	M	1	1	0	2005	-	-						
2cvd	C2	2	1	0	2006	-	1	A-B	A-A	2789.4	I	1	
2cve	M	1	1	1	2005	-	-						
2cvf	M	1	1	1	2005	-	-						
2cvh	M	1	1	0	2005	-	-						
2cvj	M	1	1	1	2005	-	-						
2cvk	M	1	1	0	2005	-	-						
2cvl	C3	3	1	0	2005	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1854.6,1854.6,1854.6"	"H,H,H"	"1,1,1"	
2cvo	D2	4	1	1	2005	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"4295.1,1813.4,3036.5,3036.5,1813.4,4295.1"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
2cvp	C2	2	1	0	2006	-	1	A-B	A-A	13111.2	I	1	
2cvq	C2	2	1	0	2005	C	1	A-B	A-A	3257.6	I	1	
2cvs	C2	2	1	0	2006	-	1	A-B	A-A	2779.3	I	1	
2cvt	C2	2	1	0	2006	-	1	A-B	A-A	3382.3	I	1	
2cvu	C2	2	1	0	2006	-	1	A-B	A-A	3144.7	I	1	
2cvv	C2	2	1	0	2006	-	1	A-B	A-A	3165.3	I	1	
2cvw	C2	2	1	0	2006	-	1	A-B	A-A	3338.7	I	1	
2cvx	C2	2	1	0	2006	-	1	A-B	A-A	3638	I	1	
2cvy	C2	2	1	0	2006	-	1	A-C	A-A	2505	I	1	
2cvz	D2	4	1	1	2005	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"5071.6,1320.7,791.2,791.2,1320.7,5071.6"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
2cw2	C2	2	1	0	2006	-	1	A-B	A-A	1919.1	I	1	
2cw3	C2	2	1	1	2006	-	1	A-B	A-A	1865.5	I	1	
2cw4	M	1	1	1	2005	-	-						
2cw5	C3	3	1	1	2005	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2073.1,2073.1,2073.1"	"H,H,H"	"1,1,1"	
2cw6	C2	2	1	0	2005	-	1	A-B	A-A	2504.9	I	1	
2cw7	M	1	1	1	2006	-	-						
2cw8	M	1	1	0	2006	-	-						
2cw9	M	1	1	1	2005	-	-						
2cwa	M	1	1	1	2005	-	-						
2cwc	M	1	1	0	2005	-	-						
2cwd	M	1	1	1	2006	-	-						
2cwe	C2	2	1	1	2005	-	1	A-B	A-A	4757.2	I	1	
2cwf	C2	2	1	0	2005	-	1	A-B	A-A	5568.5	I	1	
2cwg	C2	2	1	0	1994	-	1	A-C	A-A	4678.2	I	1	
2cwh	C2	2	1	1	2005	-	1	A-B	A-A	5589.3	I	1	
2cwi	M	1	1	0	2006	-	-						
2cwj	M	1	1	0	2005	E	-						
2cwk	C2	2	1	0	2005	-	1	A-B	A-A	2156.7	I	1	
2cwl	D3s	6	1	0	2005	-	8	"A-B,A-C,A-D,A-E,B-D,B-E,B-F,C-D,C-E,C-F,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"7743.8,2110.5,2502.2,2110.5,2110.5,2502.2,2110.5,7743.8,2110.5,2502.2,2110.5,7743.8"	"I,H,I,H,H,I,H,I,H,I,H,I"	"1,0,1,0,0,1,0,1,0,1,0,1"	
2cwm	D2	4	1	0	2006	-	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"2086.2,2398.9,2398.9,2086.2"	"I,I,I,I"	"1,1,1,1"	
2cwn	M	1	1	0	2005	-	-						
2cwo	D4s	8	1	1	2005	-	15	"A-B,A-E,B-C,C-D,D-H,E-F,F-G,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"2313.1,1039.0,1039.0,2313.1,1039.0,2313.1,1039.0,2313.1"	"I,I,I,I,I,I,I,I"	"1,1,1,1,1,1,1,1"	
2cwp	M	1	1	1	2005	-	-						
2cwq	D3s	6	1	1	2005	C	8	"A-B,A-C,A-D,A-E,A-F,B-C,B-D,B-E,B-F,C-D,C-E,C-F,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"502.2,469.4,4483.4,469.4,2632.6,4483.4,469.4,2632.6,469.4,2632.6,469.4,502.2,502.2,469.4,4483.4"	"I,H,I,H,I,I,H,I,H,I,H,I,I,H,I"	"0,0,1,0,1,1,0,1,0,1,0,0,0,0,1"	
2cwr	M	1	1	1	2006	-	-						
2cws	M	1	1	0	2005	-	-						
2cwt	C2	2	1	0	2006	C	1	A-B	A-A	13192	I	1	
2cwu	C2	2	1	0	2006	C	1	A-B	A-A	13291.6	I	1	
2cwv	C2	2	1	0	2006	C	1	A-B	A-A	13256.7	I	1	
2cww	C2	2	1	0	2005	-	1	A-B	A-A	2459.2	I	1	
2cwx	D4s	8	1	0	2005	-	15	"A-B,A-E,A-F,A-G,B-F,B-G,B-H,C-D,C-E,C-G,C-H,D-E,D-F,D-H,E-F,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"6762.7,778.8,1236.1,778.8,778.8,1236.1,778.8,6762.7,778.8,778.8,1236.1,1236.1,778.8,778.8,6762.7,6762.7"	"I,H,I,H,H,I,H,I,H,H,I,I,H,H,I,I"	"1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1"	
2cwy	M	1	1	0	2005	-	-						
2cwz	C2	2	1	1	2005	-	1	A-B	A-A	4440.7	I	1	
2cx0	M	1	1	0	2005	-	-						
2cx1	M	1	1	0	2005	-	-						
2cx4	C2	2	1	1	2005	-	1	A-B	A-A	2046.2	I	1	
2cx5	M	1	1	0	2005	-	-						
2cx6	M	1	1	1	2005	-	-						
2cx7	M	1	1	1	2005	-	-						
2cx8	C2	2	1	0	2005	-	1	A-B	A-A	3639.9	I	1	
2cx9	D2	4	1	0	2005	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"3629.8,3615.4,335.7,335.7,3615.4,3629.8"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
2cxa	M	1	1	0	2005	-	-						
2cxb	M	1	1	0	1995	-	-						
2cxc	M	1	1	1	2005	-	-						
2cxd	M	1	1	1	2005	-	-						
2cxe	D4s	8	1	0	2005	-	15	"A-B,A-E,A-F,A-G,B-C,B-D,B-E,C-D,C-E,C-H,D-G,D-H,E-F,F-G,F-H,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"818.6,7043.6,1253.4,818.6,7043.6,818.6,1253.4,1253.4,818.6,818.6,818.6,7043.6,818.6,7043.6,818.6,1253.4"	"H,I,I,H,I,H,I,I,H,H,H,I,H,I,H,I"	"0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1"	
2cxf	M	1	1	1	2005	-	-						
2cxg	M	1	1	0	1998	C	-						
2cxh	M	1	1	1	2005	-	-						
2cxk	C2	2	1	1	2005	-	1	A-B	A-A	1279.9	I	1	
2cxl	M	1	1	0	2005	-	-						
2cxn	C2	2	1	0	2006	-	1	A-B	A-A	13225	I	1	
2cxo	C2	2	1	0	2006	-	1	A-B	A-A	13087.8	I	1	
2cxp	C2	2	1	0	2006	-	1	A-B	A-A	13058.1	I	1	
2cxq	C2	2	1	0	2006	-	1	A-B	A-A	13057.7	I	1	
2cxr	C2	2	1	0	2006	-	1	A-B	A-A	13047.8	I	1	
2cxs	C2	2	1	0	2006	-	1	A-B	A-A	13304.1	I	1	
2cxt	C2	2	1	0	2006	-	1	A-B	A-A	13259	I	1	
2cxu	C2	2	1	0	2006	-	1	A-B	A-A	13177.6	I	1	
2cxv	M	1	1	0	2005	-	-						
2cxx	M	1	1	1	2006	-	-						
2cxy	M	1	1	1	2006	-	-						
2cy0	C2	2	1	0	2005	-	1	A-B	A-A	1933.5	I	1	
2cy1	M	1	1	0	2006	-	-						
2cy2	M	1	1	0	2006	-	-						
2cy4	C2	2	1	0	2006	-	1	A-B	A-A	1686.9	I	1	
2cy5	C2	2	1	1	2006	-	1	A-B	A-A	1289.5	I	1	
2cy6	D2	4	1	0	2006	-	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"2132.0,2388.7,2388.7,2132.0"	"I,I,I,I"	"1,1,1,1"	
2cy7	M	1	1	0	2005	-	-						
2cy8	M	1	1	1	2006	-	-						
2cy9	C2	2	1	0	2006	-	1	A-B	A-A	1233.4	I	1	
2cya	C2	2	1	1	2005	-	1	A-B	A-A	2808	I	1	
2cyb	C2	2	1	1	2005	-	1	A-B	A-A	2729.4	I	1	
2cyc	C2	2	1	1	2005	-	1	A-B	A-A	2717.1	I	1	
2cyd	C10	10	1	1	2006	-	80	"A-B,A-J,B-C,C-D,D-E,E-F,F-G,G-H,H-I,I-J"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"3412.8,3412.8,3412.8,3412.8,3412.8,3412.8,3412.8,3412.8,3412.8,3412.8"	"H,H,H,H,H,H,H,H,H,H"	"1,1,1,1,1,1,1,1,1,1"	
2cye	C2	2	1	1	2006	-	1	A-B	A-A	2055.1	I	1	
2cyf	D2	4	1	0	2006	-	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"1952.2,1278.8,1278.8,1952.2"	"I,I,I,I"	"1,1,1,1"	
2cyg	M	1	1	0	2005	-	-						
2cyh	M	1	1	0	1996	C	-						
2cyj	M	1	1	1	2006	-	-						
2cyp	M	1	1	0	1986	C	-						
2cyx	M	1	1	0	2006	-	-						
2cyy	C2	2	1	1	2006	-	1	A-B	A-A	6737.5	I	1	
2cyz	M	2	2	0	2006	-	2	A-B	A-B	7451.9	T	1	
2cz0	M	2	2	0	2006	-	2	A-B	A-B	7436.1	T	1	
2cz1	M	2	2	0	2006	-	2	A-B	A-B	7423.6	T	1	
2cz2	C2	2	1	0	2006	-	1	A-B	A-A	3343.5	I	1	
2cz3	C2	2	1	0	2006	-	1	A-B	A-A	2727	I	1	
2cz4	C3	3	1	1	2006	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1897.8,1897.8,1897.8"	"H,H,H"	"1,1,1"	
2cz5	C2	2	1	1	2006	-	1	A-B	A-A	3256.4	I	1	
2cz6	M	2	2	0	2006	-	2	A-B	A-B	7427.7	T	1	
2cz7	M	2	2	0	2006	-	2	A-B	A-B	7474.4	T	1	
2cz8	Ta	12	1	0	2006	-	7	"A-B,A-C,A-E,A-I,B-C,B-K,B-L,C-D,C-F,D-F,D-H,D-L,E-F,E-G,E-I,F-G,G-H,G-J,H-J,H-L,I-J,I-K,J-K,K-L"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"999.6,999.6,1199.1,1199.1,999.6,1199.1,1199.1,1199.1,1199.1,1199.1,999.6,999.6,999.6,999.6,1199.1,999.6,1199.1,1199.1,1199.1,999.6,999.6,999.6,999.6,1199.1"	"H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"	
2cz9	M	1	1	0	2006	-	-						
2czc	D2	4	1	0	2006	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2891.4,929.2,3634.4,3634.4,929.2,2891.4"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
2czd	C2	2	1	0	2006	-	1	A-B	A-A	2991.7	I	1	
2cze	C2	2	1	0	2006	-	1	A-B	A-A	3599.8	I	1	
2czf	C2	2	1	0	2006	-	1	A-B	A-A	3032.8	I	1	
2czg	C2	2	1	0	2006	-	1	A-B	A-A	5412.7	I	1	
2czh	C2	2	1	0	2006	-	1	A-B	A-A	2669.8	I	1	
2czi	C2	2	1	0	2006	-	1	A-B	A-A	3554	I	1	
2czk	C2	2	1	0	2006	-	1	A-B	A-A	2999.4	I	1	
2czl	M	1	1	0	2006	-	-						
2czq	M	1	1	1	2006	-	-						
2czr	M	1	1	1	2006	-	-						
2czt	M	1	1	0	2006	-	-						
2czu	M	1	1	0	2006	-	-						
2czv	C2	4	2	1	2006	-	3	"A-C,A-D,B-C,B-D,C-D"	"A-D,A-D,A-D,A-D,D-D"	"2003.7,1859.6,1859.6,2003.7,732.5"	"T,T,T,T,I"	"1,1,1,1,0"	
2czw	M	1	1	0	2006	-	-						
2d01	M	1	1	0	2006	C	-						
2d02	M	1	1	0	2006	-	-						
2d03	M	2	2	0	2006	-	2	A-B	A-B	3374.3	T	1	
2d04	M	2	2	1	2006	-	2	A-B	A-B	2521.3	T	1	
2d05	M	1	1	1	2005	-	-						
2d06	M	1	1	0	2005	-	-						
2d07	M	2	2	1	2006	-	2	A-B	A-B	1634.2	T	1	
2d09	M	1	1	1	2005	-	-						
2d0a	M	1	1	0	2006	-	-						
2d0b	M	1	1	0	2006	-	-						
2d0c	M	1	1	1	2006	-	-						
2d0d	C2	2	1	0	2006	-	1	A-B	A-A	2052.4	I	1	
2d0e	M	1	1	0	2005	-	-						
2d0f	M	1	1	0	2006	-	-						
2d0g	M	1	1	0	2006	-	-						
2d0h	M	1	1	1	2006	-	-						
2d0i	C2	2	1	1	2006	-	1	A-B	A-A	5834	I	1	
2d0j	C2	2	1	0	2006	-	1	A-B	A-A	4530.6	I	1	
2d0k	M	1	1	0	2006	-	-						
2d0n	C2	2	1	1	2005	-	1	A-C	A-A	981.6	I	1	
2d0o	C2	4	2	0	2006	-	11	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-D,A-A,A-D,D-A,D-D,A-D"	"1595.0,3805.9,589.3,589.3,601.9,1595.0"	"T,I,T,T,I,T"	"1,1,0,0,0,1"	
2d0p	C2	4	2	1	2006	-	11	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-D,A-A,A-D,D-A,D-D,A-D"	"1654.2,3841.9,478.9,478.9,397.0,1654.2"	"T,I,T,T,I,T"	"1,1,0,0,0,1"	
2d0q	M	2	2	0	2006	-	2	A-B	A-B	7236.3	T	1	
2d0s	M	1	1	0	2006	-	-						
2d0t	M	1	1	1	2006	-	-						
2d0u	M	1	1	0	2006	-	-						
2d0v	C2	4	2	0	2006	-	11	"A-B,A-C,C-D"	"A-D,A-A,A-D"	"3849.6,4516.1,3849.6"	"T,I,T"	"1,1,1"	
2d0w	M	1	1	1	2006	-	-						
2d10	M	1	1	0	2006	-	-						
2d11	M	1	1	0	2006	-	-						
2d13	C2	2	1	0	2006	-	1	A-B	A-A	1888.4	I	1	
2d1c	C2	2	1	1	2006	-	1	A-B	A-A	11358.4	I	1	
2d1e	M	1	1	1	2006	-	-						
2d1f	C2	2	1	0	2006	-	1	A-B	A-A	6440	I	1	
2d1g	C2	2	1	1	2006	-	1	A-B	A-A	2489	I	1	
2d1h	C2	2	1	1	2006	-	1	A-B	A-A	1606.3	I	1	
2d1i	M	1	1	1	2006	-	-						
2d1k	M	2	2	1	2006	-	2	A-B	A-B	1853.4	T	1	
2d1l	C2	2	1	1	2006	-	1	A-B	A-A	6311	I	1	
2d1n	M	1	1	0	2006	-	-						
2d1o	M	1	1	0	2006	-	-						
2d1p	C2	6	3	1	2006	C	26	"A-B,A-C,A-D,A-E,B-C,B-D,B-F,C-E,C-F,D-E,D-F,E-F"	"A-E,A-F,A-A,A-E,E-F,E-A,E-F,F-E,F-F,A-E,A-F,E-F"	"1515.2,1426.5,1978.7,930.4,1273.5,930.4,1433.8,1433.8,547.7,1515.2,1426.5,1273.5"	"T,T,I,T,T,T,T,T,I,T,T,T"	"1,0,1,0,0,0,1,1,0,1,0,0"	
2d1q	M	1	1	0	2006	-	-						
2d1r	M	1	1	0	2006	-	-						
2d1s	M	1	1	0	2006	-	-						
2d1t	M	1	1	0	2006	-	-						
2d1v	M	1	1	1	2006	-	-						
2d1w	C2	2	1	0	2006	C	1	A-B	A-A	13113.8	I	1	
2d1x	C2	2	1	1	2006	-	1	A-B	A-A	499.9	I	1	
2d1y	D2	4	1	1	2006	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"2747.7,928.0,3179.5,3179.5,928.0,2747.7"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
2d1z	M	1	1	0	2006	-	-						
2d20	M	1	1	0	2006	-	-						
2d22	M	1	1	0	2006	-	-						
2d23	M	1	1	0	2006	-	-						
2d24	M	1	1	0	2006	-	-						
2d27	M	1	1	1	2005	-	-						
2d28	M	1	1	0	2005	-	-						
2d29	D2	4	1	1	2006	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"3742.9,3707.6,298.6,298.6,3707.6,3742.9"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
2d2c	C2	12	6	1	2005	-	81	"A-B,A-C,A-D,A-E,A-I,A-L,B-C,B-D,B-E,B-F,B-L,C-D,C-F,D-I,D-J,E-F,I-J,I-K,I-L,I-M,J-K,J-L,J-M,K-L,K-N,M-N"	"A-J,A-K,A-L,A-E,A-A,A-L,J-K,J-L,J-E,J-F,J-L,K-L,K-F,L-A,L-J,E-F,A-J,A-K,A-L,A-E,J-K,J-L,J-E,K-L,K-F,E-F"	"5279.3,404.5,818.0,934.4,2392.2,618.7,1847.8,258.9,1046.1,246.3,662.8,766.5,346.4,618.7,523.7,798.0,5279.3,404.5,818.0,934.4,1847.8,258.9,1046.1,766.5,346.4,798.0"	"T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1"	
2d2d	C2	2	1	0	2005	-	1	A-B	A-A	2486.3	I	1	
2d2e	M	1	1	0	2005	-	-						
2d2f	M	1	1	1	2005	-	-						
2d2g	C2	2	1	0	2005	-	1	A-B	A-A	2836.9	I	1	
2d2h	C2	2	1	0	2005	-	1	A-B	A-A	2817.2	I	1	
2d2i	D2	4	1	0	2006	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"3802.8,1056.9,2693.1,2693.1,1056.9,3802.8"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
2d2j	C2	2	1	0	2005	-	1	A-B	A-A	2844.4	I	1	
2d2m	D3a	24	4	0	2005	-	82	"A-C,A-D,A-M,A-O,B-C,B-D,B-F,B-J,C-D,C-L,C-M,D-G,E-G,E-H,E-U,E-W,F-G,F-H,F-J,G-H,G-U,H-K,I-K,I-L,I-Q,I-S,J-K,J-L,K-L,K-Q,M-O,M-P,N-O,N-P,N-R,N-V,O-P,O-X,P-S,Q-S,Q-T,R-S,R-T,R-V,S-T,T-W,U-W,U-X,V-W,V-X,W-X"	"E-S,E-T,E-E,E-S,F-S,F-T,F-F,F-F,S-T,S-T,S-E,T-S,E-S,E-T,E-E,E-S,F-S,F-T,F-F,S-T,S-E,T-S,E-S,E-T,E-E,E-S,F-S,F-T,S-T,S-E,E-S,E-T,F-S,F-T,F-F,F-F,S-T,S-T,T-S,E-S,E-T,F-S,F-T,F-F,S-T,T-S,E-S,E-T,F-S,F-T,S-T"	"922.2,1518.9,1014.5,536.4,2292.9,1066.2,393.6,393.6,299.9,977.3,536.4,977.3,922.2,1518.9,1014.5,536.4,2292.9,1066.2,393.6,299.9,536.4,977.3,922.2,1518.9,1014.5,536.4,2292.9,1066.2,299.9,536.4,922.2,1518.9,2292.9,1066.2,393.6,393.6,299.9,977.3,977.3,922.2,1518.9,2292.9,1066.2,393.6,299.9,977.3,922.2,1518.9,2292.9,1066.2,299.9"	"T,T,I,T,T,T,H,H,T,T,T,T,T,T,I,T,T,T,H,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,H,H,T,T,T,T,T,T,T,H,T,T,T,T,T,T,T"	"0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0"	
